Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	Timesteps	LearningRate	DeltaStd
3480.0037546157837	10	19.102696369240327	14.022763644276939	33.700131487494204	-17.130193928741246	9775	0.012372696051115416	0.018559044076673088
6906.172424316406	20	26.53319621516443	8.568051039328772	33.86958739743582	1.775128108453414	19387	0.012249524379798187	0.018374286569697244
10371.688838481903	30	27.892307841196505	6.258869807151486	34.93595498990655	8.993525985496033	29272	0.012127578897223686	0.01819136834583549
13717.378996133804	40	19.21948601944507	14.14186912191187	34.37711380861537	-10.093574025288365	38633	0.012006847396536093	0.018010271094804107
17184.14987874031	50	26.913970078334728	5.685966312538745	32.24423565152339	8.36125628287386	48511	0.011887317792400303	0.017830976688600425
20596.109083890915	60	25.63265951357887	7.5797434449044525	32.22352212834502	6.078081428965852	58254	0.011768978119792165	0.017653467179688218
24016.045884370804	70	17.846356259417334	12.049798417112328	32.43864514671001	-3.106972347720955	68153	0.011651816532800783	0.017477724799201146
27461.379663705826	80	17.952585521605005	14.396555035792622	33.41806322573282	-11.386459595606834	78056	0.011535821303442717	0.017303731955164044
30862.932608366013	90	18.65026948049721	13.589464438435158	33.59735541131505	-17.289644560402525	87650	0.011420980820488008	0.01713147123073198
34246.897911548615	100	19.720413446513426	13.712764171891983	33.093936184930655	-12.619431053772791	97391	0.011307283588297882	0.01696092538244679
37678.76226115227	110	1.4897755087495164	7.279711563918499	10.804064949079123	-12.940242398505097	107300	0.011194718225674027	0.016792077338511013
41040.97807478905	120	13.150748514469136	16.994612140246947	37.188559445973496	-18.527450082969068	117365	0.011083273464719327	0.016624910197078964
44641.54324054718	130	8.068482085654662	6.284312431500895	26.914036688993995	-4.7277654370790945	127998	0.010972938149709927	0.016459407224564866
48170.474724292755	140	7.633418927881386	8.162971387666692	23.31760397967585	-7.78524590068302	138798	0.01086370123597854	0.016295551853967784
51690.232620716095	150	6.701077516320288	7.702630203027482	30.144020466100216	-11.720926324660145	149560	0.010755551788808862	0.016133327683213274
55279.75283575058	160	1.93254371368034	3.560583798232062	9.374142484586741	-5.339646405009849	160645	0.010648478982341014	0.015972718473511508
58821.89023017883	170	3.9883493004437796	5.546563576361692	13.055341097694823	-4.906417647493871	171555	0.01054247209848783	0.015813708147731732
62360.430225133896	180	1.472141757761697	4.6657478794688005	8.570419465348042	-8.591495707921396	182480	0.010437520525861997	0.01565628078879298
65898.061825037	190	6.16755192164314	8.574713209337451	39.4713170423322	-9.149058923473198	193303	0.010333613758713828	0.015500420638070727
69196.91781783104	200	9.639319309865293	15.781376345802357	33.92642034177644	-12.46431435521904	202869	0.010230741395879636	0.015346112093819439
72556.2358353138	210	12.330361976313483	16.47869652280626	34.60617433642707	-17.46888148391768	212546	0.010128893139740566	0.015193339709610836
76064.42847561836	220	3.031586726679293	4.810987541439182	10.335264308013159	-6.288815109500139	223142	0.010028058795191787	0.015042088192787672
