Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	Timesteps	LearningRate	DeltaStd
3501.397497653961	10	7.671438823535907	8.12010394931593	39.11166100872704	-2.335766120173103	10486	0.017737343751721264	0.026606015627581903
6995.146368026733	20	12.652928005769615	14.150959078144364	33.53768261428967	-17.444581732322952	21030	0.017560766369912006	0.02634114955486801
10500.034389257431	30	3.4031146347401515	4.495490684397994	11.18715993268027	-7.267173535547444	31123	0.01738594683709091	0.026078920255636358
13993.672963142395	40	2.827000129734696	13.545094603594476	31.668486272140466	-25.676402979636123	40913	0.017212867653660723	0.025819301480491073
17523.15318083763	50	2.161294215652702	2.9279888782370125	7.319331277944584	-3.24955825717891	51074	0.01704151149423478	0.02556226724135216
20835.828765153885	60	7.026958125840407	8.654584188989887	30.530776418588044	-17.829508664186633	60608	0.016871861205902724	0.025307791808854067
24327.380190610886	70	4.855743892268028	6.5493224575321465	19.62641319065838	-6.403067985710903	70506	0.01670389980651346	0.025055849709770168
27826.480825662613	80	4.868425043707901	16.743148028991527	33.89091267907321	-58.69075575132494	81149	0.016537610482975258	0.024806415724462856
31322.00183200836	90	5.1893850299919855	6.63765735883717	19.77259752326366	-8.825031381465624	92661	0.01637297658957272	0.02455946488435904
34160.24541759491	100	3.6814095428676596	16.73667514597855	36.60953389850356	-25.55965760628325	100802	0.016209981646300532	0.024314972469450757
39047.943504333496	110	-1.4678242431542259	15.302817808738393	32.13674225673491	-39.71219588296523	110997	0.016048609337213825	0.024072914005820702
42325.51155424118	120	2.036800456545468	5.767232546438116	11.284143740983607	-15.265060751222036	120512	0.015888843508794912	0.023833265263192318
45683.58576798439	130	2.680870700093881	16.595977604343787	32.538124756603736	-28.17311163990257	129886	0.01573066816833629	0.02359600225250439
48998.78708577156	140	7.135430549613234	16.90176187095837	33.48360933084875	-28.845997645616542	139350	0.0155740674823398	0.023361101223509657
52395.40455698967	150	6.786080350069404	20.94382761415299	33.35027320131576	-46.350269719006846	149116	0.015419025774931643	0.023128538662397426
55735.65903401375	160	8.573849393354147	17.706846474525086	33.065388123024405	-30.303617867592468	158746	0.015265527526293218	0.022898291289439786
59142.97088599205	170	7.70037998202929	14.079507574000836	30.563243211519257	-22.798061659325015	168406	0.01511355737110758	0.02267033605666133
62578.54021835327	180	4.122486507555646	16.40841660054083	30.958512379303116	-39.342606097365554	178286	0.014963100097021361	0.022444650145532003
65956.58520674706	190	7.0297401653693985	14.781729047050229	29.615264279710438	-25.11198019088713	187968	0.014814140643121986	0.022221210964682943
69235.04050445557	200	-1.1998549462021422	19.39545379573951	31.552325907527337	-45.10658750641263	197462	0.014666664098430069	0.021999996147645067
72556.5299937725	210	1.3836886370199246	17.492213761978665	33.891647263397694	-46.45022080738933	207085	0.014520655700406808	0.021780983550610183
75958.48812556267	220	0.5093522044585436	7.619548202202525	11.05484414062106	-15.107341089066836	216797	0.014376100833476253	0.02156415125021435
79515.66375613213	230	7.926693784433167	9.000715509850208	39.356440720866225	-13.220100264309437	227685	0.014232985027562256	0.021349477541343354
83024.39015007019	240	3.2763865745369536	5.080343784100701	11.392256769482891	-7.003922886650756	237597	0.014091293956640015	0.021136940934959988
86529.91059803963	250	3.5808425817293537	7.233757898773167	14.013684888319933	-11.009355355157858	248230	0.013951013437302012	0.020926520155952984
90053.74342870712	260	2.7733204671910556	9.383895927108744	30.232478886842404	-18.07310256730253	258442	0.013812129427338258	0.02071819414100735
93592.80687451363	270	2.668826238609604	6.15248619022918	14.314605348199606	-17.221810780774756	268597	0.013674628024330643	0.02051194203649593
97107.37986683846	280	0.4120882377212114	6.392631607261827	11.131917341429848	-9.375146350480124	278844	0.013538495464261297	0.02030774319639191
100653.61778140068	290	-1.1283080236796281	4.472559649763016	5.356845277287349	-12.015598060280972	289512	0.013403718120134796	0.020105577180202158
104050.98913860321	300	0.5988635677575356	6.55017270480862	10.741428503164387	-16.071294303768294	299455	0.013270282500614083	0.019905423750921095
107484.07497215271	310	-10.519035833201805	14.875719418019099	13.735279615050981	-35.051786628619524	309860	0.013138175248669986	0.019707262873004953
110088.39070010185	320	-4.355172918941315	13.156332189779578	16.612537158169506	-27.665589170865363	316811	0.013007383140244154	0.019511074710366207
113003.2191889286	330	-10.314033611852937	17.670062639216045	28.408605159422113	-55.43130072194767	325070	0.012877893082925322	0.019316839624387957
115640.80614733696	340	-6.347116141440447	18.277343835586887	27.350135796529354	-56.52059495603551	332148	0.012749692114638745	0.01912453817195809
118812.45344877243	350	0.7226358678415874	5.090926718031306	11.673857892370556	-10.00662556217986	341198	0.012622767402348687	0.018934151103523002
122278.90013837814	360	-0.46944419622392664	14.959664189010462	25.84898190794901	-40.32171048028982	351028	0.012497106240773818	0.0187456593611607
