Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	Timesteps	LearningRate	DeltaStd
3595.369238138199	10	2.483971846006747	6.636370883785107	10.474950871003944	-10.358804576115208	10976	0.009928228268621964	0.014892342402932938
7204.212927341461	20	0.8106579281563822	4.0865456046071165	7.4539051899259	-7.235943709727749	22136	0.00982939156690287	0.014744087350354295
10795.156468868256	30	5.237790368802971	5.840685858872214	13.46043280951239	-7.5604510055169465	33206	0.00973153879638906	0.014597308194583578
14343.599791765213	40	2.5367067431035686	5.743187373576168	15.794858566538544	-8.660802246766778	44068	0.009634660161927525	0.014451990242891276
17926.64273738861	50	4.8454659853909625	4.4625807279289695	13.278999497605758	-3.9860230859269725	55130	0.00953874596587717	0.014308118948815743
21559.25502705574	60	4.899596127823429	10.033535836991081	39.33467211382369	-6.382066488378829	66373	0.009443786607138082	0.014165679910707111
25151.221185684204	70	4.859910362986818	4.933519535168362	12.974110005737083	-7.748874897436277	77415	0.009349772580190447	0.014024658870285657
28749.39368200302	80	6.454434555853027	8.472752927993735	27.75194865911409	-9.781972020673944	88404	0.009256694474143038	0.013885041711214541
32352.789509296417	90	4.7182593820303875	7.943424352612805	39.490160571320054	-7.417356889487735	99605	0.009164542971791187	0.013746814457686756
35899.923395872116	100	3.577800351323839	5.082697949505149	14.575501406964182	-5.45620589533792	110457	0.009073308848684096	0.013609963273026118
39470.74469137192	110	4.969706470022993	7.805485895670962	34.2384245094646	-8.366239320061826	121430	0.008982982972201493	0.01347447445830222
43036.466530799866	120	7.499827451546374	8.067040443919788	25.26241348344617	-9.514670596776465	132343	0.008893556300639439	0.013340334450959132
46512.43024778366	130	3.446237880626523	6.134253667823204	12.889891187035893	-8.596804075829649	142904	0.008805019882305223	0.013207529823457811
50020.16182208061	140	1.2723602357155352	11.048651953166214	33.4314766406634	-30.24203942978769	153403	0.008717364854621325	0.013076047281931968
53517.340678453445	150	2.241216432078537	4.8933489243784525	14.176127584001765	-7.0717401552917	164140	0.008630582443238239	0.01294587366485734
57057.6213722229	160	4.653181430055686	9.500132369932228	39.58494506508086	-9.399181791912293	175071	0.008544663961156157	0.012816995941734216
60581.30990147591	170	8.335157560183001	5.771820178024454	23.732092159037354	-0.3684060679554462	185819	0.008459600807855402	0.012689401211783082
64171.6130797863	180	5.471160565984282	7.611705181993327	36.25274729433023	-6.643481445969301	196844	0.00837538446843549	0.012563076702653216
67767.77277731895	190	4.776529371180256	9.264676305193445	28.260801466326186	-11.122803284497364	207733	0.0082920065127628	0.012438009769144182
71309.03654098511	200	1.7399019140356995	6.154972916849342	14.579588108369723	-9.93528791166378	218419	0.008209458594626696	0.012314187891940031
74820.92268514633	210	2.074766201210002	5.18499922977276	14.550130739100963	-8.656623950790408	229148	0.008127732450904075	0.012191598676356101
78378.85832619667	220	2.2597663183860486	5.590940462244722	11.913850852927462	-8.954640469900118	240000	0.008046819900732208	0.0120702298510983
81834.40345621109	230	12.07784501122117	14.877178695769482	33.59677702391711	-18.041955720670988	250308	0.007966712844689838	0.011950069267034744
85416.94610095024	240	4.739421114534369	5.410998307604792	17.290637047694684	-10.748046706707042	261252	0.007887403263986414	0.011831104895979605
